poi_id:ID,id_slug,label,subset:LABEL,parent,definition,synonym,xref_DOID,xref_MESH,xref_UMLS,source,source_pmids,n_sources:int,xref_CHEBI,xref_GO,xref_MONDO,normalized_label,original_label,norm_method,norm_confidence,synonyms,hitl_split_flag,hitl_members
ARDS_POI:02497,severe-brain-injury,Severe brain injury,POI_context,,,,DOID:11988,D001927,C0006104,promoted_from_kg,17568331,1,,,,"Brain Injuries, Traumatic",Severe brain injury,claude_api,HIGH,,,
ARDS_POI:02501,injurious-effects-of-hypocapnia,Injurious effects of hypocapnia,POI_mechanism,,,,DOID:0050542,D006935,C0020578,promoted_from_kg,10520649,1,,,,Hypocapnia,Injurious effects of hypocapnia,claude_api,MEDIUM,,,
ARDS_POI:02502,reduced-organ-injury,Reduced organ injury,POI_outcome,,,,DOID:4,D009336,C0030491,promoted_from_kg,10520649,1,,,,Organ Injury,Reduced organ injury,claude_api,MEDIUM,,,
ARDS_POI:02504,improved-survival-discharge,Improved survival to hospital discharge,POI_outcome,,,,,D016019,C0587437,promoted_from_kg,9315812,1,,,,Survival to hospital discharge,Improved survival to hospital discharge,claude_api,HIGH,,,
ARDS_POI:02513,hypoxia-prevention,Hypoxia prevention,POI_mechanism,,,,,D000860,C0020676,promoted_from_kg,7812538,1,,GO:0001666,,Hypoxia prevention,Hypoxia prevention,claude_api,HIGH,,,
ARDS_POI:02515,limited-oxygen-delivery,Limited oxygen delivery,POI_context,,,,DOID:14087,D000860,C0020676,promoted_from_kg,7812538,1,,GO:0070482,,Hypoxia,Limited oxygen delivery,claude_api,HIGH,,,
ARDS_POI:02520,arterial-thromboembolism,Arterial thromboembolism,POI_outcome,,,,DOID:0001816,D001791,C0007787,promoted_from_kg,21502651,1,,,,Arterial Thromboembolism,Arterial thromboembolism,claude_api,HIGH,,,
ARDS_POI:02522,intracranial-hemorrhage,Intracranial hemorrhage,POI_context,,,,DOID:686,D006265,C0020676,promoted_from_kg,21502651,1,,,,Intracranial Hemorrhage,Intracranial hemorrhage,claude_api,HIGH,,,
ARDS_POI:02537,improved-patient-ventilator-synchronization,Improved patient-ventilator synchronization,POI_outcome,,,,,D056888,C1305981,promoted_from_kg,10470568,1,,,,Patient-Ventilator Synchrony,Improved patient-ventilator synchronization,claude_api,HIGH,,,
ARDS_POI:02538,mask-air-leaks,Mask air leaks,POI_context,,,,,D000389,C0333257,promoted_from_kg,10470568,1,,,,air leak,Mask air leaks,claude_api,MEDIUM,,,
ARDS_POI:02539,time-cycled-expiratory-trigger,Time-cycled expiratory trigger,POI_mechanism,,,,,D045505,C0231832,promoted_from_kg,10470568,1,,,,Time-cycled expiration,Time-cycled expiratory trigger,claude_api,HIGH,,,
ARDS_POI:02544,comatose-survivors-of-cardiac-arrest,Comatose survivors of out-of-hospital cardiac arrest,POI_population,,,,DOID:5427,D003142,C0428977,promoted_from_kg,36027567,1,,,,Out-of-hospital cardiac arrest,Comatose survivors of out-of-hospital cardiac arrest,claude_api,MEDIUM,,,
ARDS_POI:02553,infection-icu-acquired,Infection acquired in ICU,POI_disease,,,,DOID:11722,D003428,C0029074,promoted_from_kg,12006450,1,,,,Nosocomial infection,Infection acquired in ICU,claude_api,HIGH,,,
ARDS_POI:02555,neurologic-failure-on-icu-admission,Neurologic failure on ICU admission,POI_outcome,,,,,D009422,C0027765,promoted_from_kg,12006450,1,,,,Neurologic failure,Neurologic failure on ICU admission,claude_api,MEDIUM,,,
ARDS_POI:02558,hematologic-malignancy-history,History of hematologic malignancy,POI_disease,,,,DOID:2531,D019337,C0019045,promoted_from_kg,12006450,1,,,,Hematologic malignancy,History of hematologic malignancy,claude_api,HIGH,,,
ARDS_POI:02559,chronic-renal-failure,Chronic renal failure,POI_disease,,,,DOID:784,http://purl.bioontology.org/ontology/MESH/D007676,C0151746,promoted_from_kg,12006450,1,,,MONDO:0024327,Chronic Kidney Disease,Chronic renal failure,claude_api,HIGH,,,
ARDS_POI:02560,liver-cirrhosis,Liver cirrhosis,POI_disease,,,,DOID:5082,http://purl.bioontology.org/ontology/MESH/D008103,C0023891,promoted_from_kg,12006450,1,,,MONDO:0005155,Liver Cirrhosis,Liver cirrhosis,claude_api,HIGH,,,
ARDS_POI:02562,increased-risk-arf-development,Increased risk of ARF development,POI_outcome,,,,DOID:8049,D058186,C0020629,promoted_from_kg,12006450,1,,,,Acute Renal Failure,Increased risk of ARF development,claude_api,HIGH,,,
ARDS_POI:02570,convex-v-p-curve-hyperinflation,Convex V-P curve indicates hyperinflation,POI_mechanism,,,,DOID:3082,D006935,C0020542,promoted_from_kg,8111581,1,,,,Hyperinflation,Convex V-P curve indicates hyperinflation,claude_api,MEDIUM,,,
ARDS_POI:02596,inefficient-inspiratory-efforts-reduction,Reduction in inefficient inspiratory efforts,POI_outcome,,,,,D045666,C0231835,promoted_from_kg,8636518,1,,,,Reduction in inefficient inspiratory efforts,Reduction in inefficient inspiratory efforts,claude_api,MEDIUM,,,
ARDS_POI:02598,inefficient-inspiratory-efforts,Inefficient inspiratory efforts,POI_mechanism,,,,,D001944,C0004048,promoted_from_kg,8636518,1,,,,Inspiratory effort,Inefficient inspiratory efforts,claude_api,MEDIUM,,,
ARDS_POI:02620,prevention-of-over-assistance,Prevention of over-assistance,POI_mechanism,,,,,,,promoted_from_kg,18629471,1,,,,Prevention of over-assistance,Prevention of over-assistance,claude_api,LOW,,,
ARDS_POI:02623,improved-outcome,Improved outcome,POI_outcome,,,,,D000067,C0087113,promoted_from_kg,21424246,1,,,,Treatment Outcome,Improved outcome,claude_api,MEDIUM,,,
ARDS_POI:02634,reduced-alveolar-derecruitment-suctioning,Reduced alveolar derecruitment during suctioning,POI_outcome,,,,,D055371,C1550593,promoted_from_kg,12615633,1,,,,alveolar derecruitment,Reduced alveolar derecruitment during suctioning,claude_api,HIGH,,,
ARDS_POI:02638,close-monitoring-early-ventilation-guillain-barre,Close monitoring and early ventilation for high-risk Guillain-Barré,POI_intervention,,,,DOID:6993,D016920,C0018528,promoted_from_kg,12545029,1,,,,Guillain-Barré syndrome,Close monitoring and early ventilation for high-risk Guillain-Barré,claude_api,HIGH,,,
ARDS_POI:02643,cardiac-injury,Cardiac injury,POI_outcome,,,,DOID:3393,D009205,C0027051,promoted_from_kg,32410714,1,,,,Myocardial Injury,Cardiac injury,claude_api,HIGH,,,
ARDS_POI:02644,lymphocytopenia,Lymphocytopenia,POI_outcome,,,,DOID:614,http://purl.bioontology.org/ontology/MESH/D008231,C0024142,promoted_from_kg,32410714,1,,,MONDO:0003783,Lymphocytopenia,Lymphocytopenia,claude_api,HIGH,,,
ARDS_POI:02646,underweight-bmi,Underweight BMI,POI_intervention,,,,,D013851,C0020620,promoted_from_kg,28222804,1,,,,Underweight,Underweight BMI,claude_api,HIGH,,,
ARDS_POI:02652,co2-elimination-ecco2r,CO2 elimination with ECCO2R,POI_intervention,,,,,D018570,C0162285,promoted_from_kg,33140180,1,,,,extracorporeal carbon dioxide removal,CO2 elimination with ECCO2R,claude_api,HIGH,,,
ARDS_POI:02656,elevated-pulmonary-artery-pressure,Elevated pulmonary artery pressure,POI_disease,,,,DOID:6432,D006801,C0020542,promoted_from_kg,20558628,1,,,,Pulmonary Hypertension,Elevated pulmonary artery pressure,claude_api,HIGH,,,
ARDS_POI:02657,increased-right-ventricular-afterload,Increased right ventricular afterload,POI_mechanism,,,,,D058627,C0428883,promoted_from_kg,20558628,1,,,,Right ventricular afterload,Increased right ventricular afterload,claude_api,HIGH,,,
ARDS_POI:02667,unilateral-lung-injury,Unilateral lung injury,POI_intervention,,,,DOID:2055,D055370,C0848754,promoted_from_kg,10501746,1,,,,Unilateral Lung Injury,Unilateral lung injury,claude_api,HIGH,,,
ARDS_POI:02671,aspirin-administration,Aspirin administration,POI_intervention,,,,,D001241,C0004057,promoted_from_kg,27179988,1,CHEBI:15365,,,Aspirin administration,Aspirin administration,claude_api,HIGH,,,
ARDS_POI:02677,alveolar-epithelial-barrier-disruption,Alveolar epithelial barrier disruption,POI_mechanism,,,,,D055032,C1144577,promoted_from_kg,15695492,1,,GO:0001667,,Alveolar Epithelial Barrier Dysfunction,Alveolar epithelial barrier disruption,claude_api,HIGH,,,
ARDS_POI:02678,endothelial-barrier-dysfunction,Endothelial barrier dysfunction,POI_mechanism,,,,,D004730,C0151468,promoted_from_kg,15695492,1,,GO:0034765,,Endothelial Permeability,Endothelial barrier dysfunction,claude_api,HIGH,,,
ARDS_POI:02680,alveolar-cell-repair-mechanisms,Alveolar cell repair mechanisms,POI_mechanism,,,,,D020545,C1293110,promoted_from_kg,15695492,1,,GO:0001763,,Alveolar epithelial cell repair,Alveolar cell repair mechanisms,claude_api,HIGH,,,
ARDS_POI:02691,staff-time-and-cost-similar-to-invasive-ventilation,Staff time and cost similar to invasive ventilation,POI_outcome,,,,,D017721,C0035201,promoted_from_kg,9187186,1,,,,Resource utilization,Staff time and cost similar to invasive ventilation,claude_api,MEDIUM,,,
ARDS_POI:02694,increased-intra-abdominal-pressure,Increased intra-abdominal pressure,POI_outcome,,,,,D007272,C0021367,promoted_from_kg,24102072,1,,,,Intra-Abdominal Hypertension,Increased intra-abdominal pressure,claude_api,HIGH,,,
ARDS_POI:02695,increased-cardiac-preload,Increased cardiac preload,POI_mechanism,,,,,D002341,C0006575,promoted_from_kg,24102072,1,,GO:0003091,,Cardiac Preload,Increased cardiac preload,claude_api,HIGH,,,
ARDS_POI:02697,decreased-right-ventricular-afterload,Decreased right ventricular afterload,POI_mechanism,,,,,D011652,C0232170,promoted_from_kg,24102072,1,,,,Ventricular afterload reduction,Decreased right ventricular afterload,claude_api,HIGH,,,
ARDS_POI:02698,preload-reserve,Preload reserve,POI_population,,,,,,C0232255,promoted_from_kg,24102072,1,,,,Preload reserve,Preload reserve,claude_api,MEDIUM,,,
ARDS_POI:02699,no-preload-reserve,No preload reserve,POI_population,,,,,D058065,C1145670,promoted_from_kg,24102072,1,,,,Absence of preload reserve,No preload reserve,claude_api,MEDIUM,,,
ARDS_POI:02703,activated-protein-c-administration,Activated protein C administration,POI_intervention,,,,,D000093,C0001028,promoted_from_kg,18565951,1,CHEBI:17904,,,Activated Protein C,Activated protein C administration,claude_api,HIGH,,,
ARDS_POI:02705,decreased-plasma-protein-c-levels,Decreased plasma protein C levels,POI_mechanism,,,,DOID:0080248,D011157,C0032990,promoted_from_kg,18565951,1,,,,Protein C deficiency,Decreased plasma protein C levels,claude_api,HIGH,,,
ARDS_POI:02716,subarachnoid-hemorrhage,Subarachnoid hemorrhage,POI_context,,,,DOID:2740,D013345,C0038585,promoted_from_kg,16374174,1,,,,Subarachnoid hemorrhage,Subarachnoid hemorrhage,claude_api,HIGH,,,
ARDS_POI:02721,inadequate-tube-fixation,Inadequate tube fixation,POI_mechanism,,,,,D058109,C0184661,promoted_from_kg,9563730,1,,,,Tube fixation,Inadequate tube fixation,claude_api,MEDIUM,,,
ARDS_POI:02726,preserved-alveolar-neutrophil-function,Preserved alveolar neutrophil function,POI_mechanism,,,,,D009504,C0027950,promoted_from_kg,12119223,1,,GO:0042119,,Neutrophil function,Preserved alveolar neutrophil function,claude_api,MEDIUM,,,
ARDS_POI:02741,severe-pandemic-h1n1-influenza-infection,Severe pandemic (H1N1)v influenza A infection,POI_disease,,,,DOID:0050211,D006694,C0236392,promoted_from_kg,21107529,1,,,,Influenza A virus subtype H1N1 infection,Severe pandemic (H1N1)v influenza A infection,claude_api,HIGH,,,
ARDS_POI:02743,improved-5y-survival,Improved 5-year survival,POI_outcome,,,,,D016016,C0038954,promoted_from_kg,28067712,1,,,,5-year survival rate,Improved 5-year survival,claude_api,HIGH,,,
ARDS_POI:02755,assisted-coughing-to-clear-airway-mucus,Assisted coughing to clear airway mucus,POI_intervention,,,,,D001690,C0001912,promoted_from_kg,10767247,1,,,,Airway clearance techniques,Assisted coughing to clear airway mucus,claude_api,HIGH,,,
ARDS_POI:02762,improved-1-year-survival-ohs-vs-copd,Improved 1-year survival in OHS vs COPD,POI_outcome,,,,,D016019,C0038954,promoted_from_kg,23103736,1,,,,1-year survival rate,Improved 1-year survival in OHS vs COPD,claude_api,HIGH,,,
ARDS_POI:02768,alcoholism,Alcoholism,POI_context,,,,DOID:0050741,D000273,C0001948,promoted_from_kg,15774053,1,,,,Alcohol Use Disorder,Alcoholism,claude_api,HIGH,,,
ARDS_POI:02779,african-american-gender,African-American gender,POI_population,,,,,D000086,C0000970,promoted_from_kg,12163776,1,,,,African-American population,African-American gender,claude_api,MEDIUM,,,
ARDS_POI:02780,male-gender,Male gender,POI_population,,,,,D005901,C0015180,promoted_from_kg,12163776,1,,,,Male,Male gender,claude_api,HIGH,,,
ARDS_POI:02794,diagnostic-yield-arf-cause-identification,Diagnostic yield for identifying cause of acute respiratory failure,POI_outcome,,,,,D039721,C0011900,promoted_from_kg,18090351,1,,,,Diagnostic yield,Diagnostic yield for identifying cause of acute respiratory failure,claude_api,MEDIUM,,,
ARDS_POI:02795,respiratory-status-deterioration,Respiratory status deterioration,POI_outcome,,,,DOID:11162,D012131,C0035229,promoted_from_kg,18090351,1,,,,Respiratory insufficiency,Respiratory status deterioration,claude_api,HIGH,,,
ARDS_POI:02798,increased-pressure-ulcers,Increased pressure ulcers,POI_outcome,,,,DOID:3852,D011350,C0032974,promoted_from_kg,24352484,1,,,,Pressure ulcer,Increased pressure ulcers,claude_api,HIGH,,,
ARDS_POI:02806,lower-cxr-score-sars-arf,Lower chest radiography score in SARS-related ARF,POI_outcome,,,,,D002853,C0039985,promoted_from_kg,15364765,1,,,,chest radiography,Lower chest radiography score in SARS-related ARF,claude_api,MEDIUM,,,
ARDS_POI:02807,no-sars-transmission-to-hcw,No SARS transmission to healthcare workers,POI_outcome,,,,DOID:2945,D045690,C0242652,promoted_from_kg,15364765,1,,,,SARS transmission prevention,No SARS transmission to healthcare workers,claude_api,MEDIUM,,,
ARDS_POI:02808,sars,SARS context,POI_context,,,,DOID:2945,D015604,C0234295,promoted_from_kg,15364765,1,,,,SARS-CoV-2 infection,SARS context,claude_api,MEDIUM,,,
ARDS_POI:02809,patient-immobilization-icu,Patient immobilization during ICU stay,POI_intervention,,,,,D007103,C0021177,promoted_from_kg,24716641,1,,,,Patient immobilization,Patient immobilization during ICU stay,claude_api,HIGH,,,
ARDS_POI:02812,impaired-functional-capacity-ali,Impaired functional capacity in ALI survivors,POI_outcome,,,,,D006233,C0231170,promoted_from_kg,24716641,1,,,,Functional impairment,Impaired functional capacity in ALI survivors,claude_api,HIGH,,,
ARDS_POI:02815,restrictive-thoracic-disease,Restrictive thoracic disease,POI_population,,,,DOID:3082,D012131,C0035372,promoted_from_kg,8147550,1,,,,Restrictive Lung Disease,Restrictive thoracic disease,claude_api,HIGH,,,
ARDS_POI:02819,do-not-intubate-order,Do-not-intubate order,POI_context,,,,,D015143,C0242732,promoted_from_kg,15483407,1,,,,Do Not Intubate Order,Do-not-intubate order,claude_api,HIGH,,,
ARDS_POI:02820,congestive-heart-failure-diagnosis,Congestive heart failure diagnosis,POI_context,,,,DOID:6000,D006heart failure,C0018802,promoted_from_kg,15483407,1,,,,Congestive Heart Failure,Congestive heart failure diagnosis,claude_api,HIGH,,,
ARDS_POI:02823,awake-state,Awake state,POI_context,,,,,D014851,C0043012,promoted_from_kg,15483407,1,,GO:0007622,,Wakefulness,Awake state,claude_api,HIGH,,,
ARDS_POI:02831,progressive-lung-injury-prevention,Prevention of progressive lung injury,POI_mechanism,,,,,D055370,C1510665,promoted_from_kg,11897644,1,,,,Prevention of Progressive Lung Injury,Prevention of progressive lung injury,claude_api,HIGH,,,
ARDS_POI:02835,timp-synthesis-regulation-il6,IL-6 regulation of TIMP synthesis,POI_mechanism,,,,,D019715,C1158451,promoted_from_kg,8756805,1,,GO:0010951,,regulation of tissue inhibitor of metalloproteinase synthesis,IL-6 regulation of TIMP synthesis,claude_api,HIGH,,,
ARDS_POI:01018,alveolar-overdistention-prevention,Prevention of alveolar overdistention,POI_mechanism,,,,,D056149,C1881830,kg_nodes,9449727,1,,,,Alveolar Overdistension Prevention,Prevention of alveolar overdistention,claude_api,HIGH,,,
ARDS_POI:01068,recruitment-derecruitment-minimization,Recruitment/derecruitment minimization,POI_intervention,,,,,D006868,C1142475,kg_nodes,10404912,1,,,,alveolar recruitment maneuver,Recruitment/derecruitment minimization,claude_api,MEDIUM,,,
ARDS_POI:01082,pressure-support-ventilation-weaning,Pressure support ventilation weaning,POI_intervention,,,,,D015300,C0199470,kg_nodes,7823995,1,,,,Pressure Support Ventilation Weaning,Pressure support ventilation weaning,claude_api,HIGH,,,
ARDS_POI:01110,early-physical-therapy-icu,Early physical therapy in ICU,POI_intervention,,,,,D026761,C0031831,kg_nodes,18596631,1,,,,Physical Therapy,Early physical therapy in ICU,claude_api,HIGH,,,
ARDS_POI:01135,infection,Infection,POI_disease,,,,DOID:4,D007239,C0021311,kg_nodes,10861320|12006450,2,,,,Infection,Infection,claude_api,HIGH,,,
ARDS_POI:01147,ventilation-guided-esophageal-pressure,Ventilation guided by esophageal pressure,POI_intervention,,,,,D045996,C0199451,kg_nodes,19001507,1,,,,Esophageal pressure-guided mechanical ventilation,Ventilation guided by esophageal pressure,claude_api,HIGH,,,
ARDS_POI:01170,no-improvement-in-survival-or-organ-function,No improvement in survival or organ function,POI_outcome,,,,,,,kg_nodes,16714768,1,,,,No improvement in survival or organ function,No improvement in survival or organ function,claude_api,LOW,,,
ARDS_POI:01173,ivc-diameter-respiratory-variation,Respiratory changes in IVC diameter,POI_intervention,,,,,D014682,C0042458,kg_nodes,15034650,1,,,,Inferior vena cava diameter changes,Respiratory changes in IVC diameter,claude_api,MEDIUM,,,
ARDS_POI:01174,fluid-responsiveness-prediction,Fluid responsiveness prediction,POI_outcome,,,,,D064818,C4277706,kg_nodes,15034650|15754196,2,,,,Fluid responsiveness,Fluid responsiveness prediction,claude_api,HIGH,,,
ARDS_POI:01187,ali-diagnosis-threshold,ALI diagnosis threshold,POI_outcome,,,,DOID:11394,D055371,C3714243,kg_nodes,17573487,1,,,,Acute Lung Injury diagnosis,ALI diagnosis threshold,claude_api,MEDIUM,,,
ARDS_POI:01215,handgrip-dynamometry,Handgrip dynamometry assessment,POI_intervention,,,,,D006350,C0018941,kg_nodes,18511703,1,,,,Handgrip Strength,Handgrip dynamometry assessment,claude_api,HIGH,,,
ARDS_POI:01216,global-muscle-weakness-assessment,Global muscle strength assessment,POI_intervention,,,,,D018482,C0451829,kg_nodes,18511703,1,,,,Muscle Strength Assessment,Global muscle strength assessment,claude_api,HIGH,,,
ARDS_POI:01236,reduced-fatal-complications,Reduced fatal complications,POI_outcome,,,,,D000066,C0038952,kg_nodes,10634340,1,,,,Mortality reduction,Reduced fatal complications,claude_api,MEDIUM,,,
ARDS_POI:01252,reduced-lung-injury,Reduced lung injury,POI_outcome,,,,DOID:3083,D055370,C0149925,kg_nodes,28877748,1,,,,Lung injury,Reduced lung injury,claude_api,HIGH,,,
ARDS_POI:01264,severe-acute-hypoxemic-respiratory-failure,Severe acute hypoxemic respiratory failure,POI_context,,,,DOID:11162,D012131,C1533734,kg_nodes,14500259,1,,,,Severe acute hypoxemic respiratory failure,Severe acute hypoxemic respiratory failure,claude_api,HIGH,,,
ARDS_POI:01266,hypoxemic-acute-respiratory-failure,Hypoxemic acute respiratory failure,POI_intervention,,,,DOID:11162,D006535,C1705242,kg_nodes,15547166,1,,,,Hypoxemic Respiratory Failure,Hypoxemic acute respiratory failure,claude_api,HIGH,,,
